status,request_id,data,message
OK,b6d98ec5-23d5-4758-9de0-fdf00e9a35ba,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,8e8ab84d-52e9-40e8-b6d7-22f2e246ec37,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,8dd2b310-c085-4c95-848b-bb857fdcdd3b,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,f41e0378-44cb-4a3f-b58d-6312668373a8,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,d0c43823-2070-4bdc-906b-da2ac49f848a,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,d466a0a7-9bf5-49d6-8aa6-b738af01b25c,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,9012caa2-11d3-4018-8986-2a09d7226ece,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,78489979-f363-4aae-bfa9-a8215faab3f3,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,1acb88b3-d9bb-4d83-b933-aab0cfec89ae,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
OK,4f72a41c-778d-4555-b541-3c7c8e2db381,"[{'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'Glassdoor', 'publisher_link': 'https://www.glassdoor.com/Salaries/node-js-developer-salary-SRCH_KO0,17.htm', 'min_salary': 97206, 'max_salary': 170146, 'median_salary': 127891, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'United States', 'job_title': 'Node Js Developer', 'publisher_name': 'ZipRecruiter', 'publisher_link': 'https://www.ziprecruiter.com/Salaries/What-Is-the-Average-NODE-JS-Developer-Salary-by-State', 'min_salary': 70000, 'max_salary': 156000, 'median_salary': 121124, 'salary_period': 'YEAR', 'salary_currency': 'USD'}, {'location': 'Columbus, OH', 'job_title': 'Node.js Developer', 'publisher_name': 'Salary.com', 'publisher_link': 'https://www.salary.com/research/company/launch-labs-llc/node-js-developer-salary?cjid=16572641', 'min_salary': 70055.86494844, 'max_salary': 90288.3270186, 'median_salary': 81814.02194823, 'salary_period': 'YEAR', 'salary_currency': 'USD'}]",
